FIPS,y17_M059_valueNumeric,y17_M061_valueNumeric,y17_M063_valueNumeric,y17_M066_valueNumeric,y17_M068_valueNumeric,y17_M070_valueNumeric,y17_M078_valueNumeric,y17_M079_valueNumeric,y17_M080_valueNumeric,y17_M081_valueNumeric,y17_M082_valueNumeric,y17_M083_valueNumeric
46029,87.1,2.15,60.91,60.1,24.65,4.33,4.33,11.34,,87.5,,3.35
46031,81.5,,25.22,22.73,69.36,0.2,0.62,19.25,0,70.15,0,1.77
46033,61.4,0.63,4.96,5.61,91.09,0.03,2.47,2.04,0,26.72,0,
46035,97,1,76.2,71.18,17.84,3.82,2.83,7.62,0.13,84.96,,0.68
46037,92.8,0.21,69.39,64.29,19.15,6.87,2.1,7.59,0.49,86.86,0,1.85
46039,84.1,0.16,56.15,56.76,29.01,7.05,4.62,22.04,3.28,79.13,0,2.09
46041,77.1,,13.27,11.35,82.82,0.31,2.53,8.96,0,49.3,0,0.62
46043,99.4,0.65,77.7,69.33,21.29,3.46,3.1,12.65,1.66,86.84,,2.95
46045,102.5,0.78,79.03,69.61,20.99,2.19,0.93,16.15,0.54,90.33,0.9,3.72
46047,80.6,1.03,6.17,5.26,91.35,0,4.3,2.73,0,26.64,,0
46049,99.8,,65,58.2,32.43,1.2,1.53,6.83,0.25,81.42,1.07,5.46
46051,97.6,1.23,70.56,66.72,24.36,2.25,5.18,14.42,4.84,87.71,0.39,4.27
46053,86.5,0.05,34.81,34.1,56.28,1.26,3.03,20.31,0.62,65.68,0.11,7.45
46055,99.9,,27.96,16.48,73.31,3.03,0.61,10.47,,60.43,2.78,11.31
46057,95.5,2.91,76.9,71.51,14.07,4.23,3.8,13.77,1.58,92.27,0,0.79
46059,97.4,0.29,62.87,58.28,34.37,1.5,1.34,21.93,0.96,87.48,0,8.03
46061,97.4,1.87,81.27,77.82,13.25,3.9,2.99,23.45,0.61,91.98,,1.74
46063,85.8,0.08,10.8,6.58,88.23,0.12,1.09,11.54,0,31.39,,
46065,91.7,2.64,55.41,42.41,38.47,2.65,2.83,33.02,,84.51,,6.5
46067,87.6,1.61,69.91,71.77,18.62,4.04,6.68,20.2,1.63,85.42,0,1.38
46069,91.8,,39.93,33.95,55.82,1.54,1.43,20.21,,78.67,0,2.47
46071,97.8,0.02,15.55,9.79,78.49,0.62,0.99,15.67,,51.72,0.23,6.97
46073,101.4,0.88,65.27,57.27,34.65,2.05,1.84,15.7,,81.28,0,3.87
46075,99.7,,37.67,28.88,61.17,1.46,0.54,18.05,0,69.7,0.25,2.6
46077,100.6,0.49,73.45,66.5,24.43,1.52,1.31,24.12,0.32,91.55,,2.51
46079,75.6,3,62.63,74.64,12.62,2.24,3.93,44.24,5.27,87.87,,7.42
46081,32.2,2.69,6.56,13.95,75.2,,5.4,8.94,0,23.6,0,0.01
46083,79.8,0.72,72.5,85.84,5.96,2.16,6.99,35.6,4.26,91.04,,4.13
46085,90.5,,39.88,29.88,53.72,7.74,0.45,11.99,1.01,72.6,0.23,1.54
46087,99.9,0.01,80.07,73.91,16.92,2.86,4.93,30.03,3.95,89.56,0,1.85
46089,99.4,0.18,52.78,39.66,46.6,2.25,1.5,3,0.61,64,0.41,5.1
46091,98,0.14,64.03,53.08,30.18,8.43,3.75,16.48,4.45,82.44,0,3.42
46093,90,0.27,17.77,10.23,78.7,0.81,1.72,4.06,0,42.1,0,3.38
46095,89.9,0.09,15.67,14.81,83.16,0.13,4.69,8.23,0,46.38,0,0
46097,96.3,,65.72,58.38,27.13,6.87,2.22,19.66,0.74,83.85,,3.16
46099,72.6,1.4,61.58,80.6,10.38,1.33,6.75,38.12,4.67,93.39,0.04,4.48
46101,79.7,1.24,67.24,79.49,11.76,4.21,6.37,43.95,1.77,88.96,0,4.18
46102,83.3,,6.64,5.81,89.01,,0.97,17.64,0,63.18,0,0
46103,64.5,0.93,11.66,10.82,80.28,0.45,1.54,22.41,,59.5,0,8.83
46105,89.2,0,18.92,10.8,79.76,2.37,1.46,6.84,0,31.79,,0
46107,99.5,0.3,70.12,60.19,28.76,2.69,0.39,17.76,0,101.73,0,2.36
46109,84.5,0.4,64.09,67.24,17.26,6.4,3.55,12.32,2.86,77.7,,2.06
46111,99.8,0,54.99,44.06,42.37,5.04,2.15,17.35,1.44,78.56,0,1.51
46115,99.9,2.32,86.55,79.19,12.73,3.3,2.51,17.48,0.68,89.51,,8.72
46117,87.8,0,21.17,15.94,73.75,3.13,0.44,15.53,,69.73,0,6.15
46119,98.2,3.74,78.47,59.55,19.61,2.15,0.38,24.99,0.21,89.32,0,2.48
46121,99,0.89,12.79,11,85.93,0.03,3.02,21.73,0,49.38,0,4.14
46123,100.4,0.49,42.46,32.28,57.24,1.67,2.81,12.34,0.92,62.08,0.34,3.11
46125,99.5,6.86,88.71,84.75,8.7,2.05,2.82,37.82,4.53,93.14,0.68,0.35
46127,98.4,14.02,90.46,86.64,5.1,2.86,5.29,18.01,3.45,92,1.59,1.88
46129,99.9,0.62,60.38,52.44,39,3.16,3.43,7.43,3.75,90.3,1.49,5.69
46135,98.8,11.54,75.73,70.67,20.53,4.15,3.5,22.79,1.76,88.15,,3.65
46137,87.6,0,20.46,15.06,77.45,0.33,0.16,8.78,0,65.59,0,4.86
47001,20.1,0.23,6.82,26.03,39.83,0,7.52,1.89,0,24.19,,0.04
47003,78.5,0.52,30.54,33.77,48.52,0.16,13.05,15.23,4.38,62.26,0.19,8.75
47005,27.2,,12.02,33.93,23.83,3.55,2.59,38.29,3.47,55.94,0,12.36
47007,36.2,0.57,13.36,26.79,40.41,0.18,6.98,11.68,0.71,42.08,0.09,2.16
47009,26.4,0.15,11.35,35.63,42.74,2.09,15.57,5.82,0.79,31.68,0.08,0.94
47011,40.3,0.12,13.44,29.15,42.06,0.41,29.25,15.37,11.03,56.93,,9.71
47013,9,0.33,3.33,30.48,41.16,,4.85,2.38,0,17.74,0.19,
47015,52.4,0.02,22.89,40.02,41.4,0.43,2.27,24.05,,67.59,,1.31
47017,44.3,2.9,27.76,54.81,12.84,4.97,0.44,49.08,2.17,83.38,16.87,5.63
47019,15.7,0.16,5.47,28.52,44.62,,5.39,3.63,0.88,20.42,0.23,2.97
47021,34.8,0.11,16.44,35.76,27.38,0.18,2.55,10.37,2.16,50.01,0.67,2.66
47023,43.7,,23.19,43.96,20.54,2.02,2.4,45.21,,75.99,4.6,
47025,43.1,0.03,12.74,23.74,45.79,1.14,5.05,2.96,,46.24,,0.3
47027,49.7,0.01,16.37,24.94,35.76,0.11,14.48,24.01,,57.97,,10.28
47029,23.5,,8.41,28.65,35.7,0,9.99,8.99,2.79,31.92,1.46,9.83
47031,50.5,1.28,29.11,54.28,24.78,0.25,3.68,36.9,3.9,69.43,,17.43
47033,87.8,6.94,78.91,87.57,5.33,1.52,0.42,84.31,9.44,94.81,27.53,34.3
47035,29.6,0.03,10.62,25.83,35.12,1.93,11.13,17.43,,38.68,,9.1
47037,10.7,0.74,4.04,23.82,40.7,,9.14,2.4,,13.9,,2.42
47039,34.6,,11.63,22.8,31.7,1.98,0.98,29.96,0,42.49,0.56,21.87
47041,45.3,0.52,15.22,26.63,46.16,0.08,2.35,7.57,,49.91,,3.17
47043,44.7,0.15,14.95,25.25,37.3,0.1,5.31,12.95,6.03,30.85,,9.2
47045,86.6,9,78.55,88.03,4.82,0.76,0.77,49.68,2,91.31,4.77,28.44
47047,67.9,4.35,41.16,51.65,15.45,4.06,0.96,58.87,2.61,79.67,22.64,15.79
47049,29.4,0.03,8.06,22.26,48.05,0.39,28.38,4.97,,52.89,,2.84
47051,31.7,1.29,17.33,47.82,25.7,0.52,3.74,45.67,4.85,71.91,,28.7
47053,74.5,3.46,64.52,83.07,7.25,1.83,0.63,56.8,3.84,87.05,10.02,24.92
47055,64.2,0.83,20.17,26.66,54.9,1.15,11.08,9.53,0.45,56.91,1.31,3.98
47057,48.5,0.37,14.35,22.18,48.7,0.38,4.42,4.28,0.86,37.83,0.16,1.68
47059,55.6,,24.41,36.39,43.77,,9.4,6.85,,26.85,0.35,1
47061,14.6,0.41,5.74,34.08,25.15,0.4,24.66,14.2,,52.12,0,
47063,48.5,0.03,23.64,41.13,44.28,,6.6,21.52,0,39.01,,
47065,12.6,0.13,4.04,26.82,43.34,,19.2,6.55,0.02,40.64,,0.1
47067,51.1,,11.6,16.58,48.56,2.16,5,0.18,0,40.75,0,
47069,40.4,1.35,19.64,38.27,15.27,3.06,0.48,50.3,,73.2,18.11,12.01
47071,43.9,1.37,20.61,38.66,22.99,2.33,2.56,33.97,,67.29,3.4,17.99
47073,45.3,0.03,15.33,26.29,43.5,1.04,6.21,9.82,,29.68,,4.6
47075,58.8,10.76,52.34,83.66,3.58,3.75,0.24,79.87,12.08,93.63,34.39,20.55
47077,46.1,0.02,19.13,33.01,31.75,4.37,2.27,38.89,0.37,68.68,0.98,7.39
47079,56.7,2.03,35.46,55.22,16.6,2.18,4.1,49.43,7.61,69.37,3.66,25.74
47081,31.5,0.03,11.21,29.14,38.69,0.63,2.44,9.92,,54.09,0,3.15
47083,39.3,0.01,9.12,19.85,47.06,,3.43,0.44,0,48.75,,
47085,34,1.33,9.83,20.49,33.53,0.72,2.19,4.38,0,35.53,4.87,4.84
47087,40.9,0.04,9.42,16.23,46.84,0.11,5.83,3.04,,38,,0.19
47089,50.6,0.39,21.12,34.09,47.19,,4.92,8.56,,44.65,0.35,0.24
47091,24.4,0.06,8.59,25.3,40.35,0,3.14,4.13,,13.44,,0.21
47093,20.7,0.33,8.19,31.89,41.13,0.93,7.25,7.72,2.09,36.96,0.24,0.22
47095,83.2,16.94,77.27,90.78,2.95,1.19,0.61,59.09,0,93.06,6.34,40.29
47097,51.5,3.9,44.47,80.87,6.2,3.48,0.28,64.9,9.7,87.05,14.98,42.09
47099,58.3,,26.76,39.85,38.04,1.97,7.6,18.19,2,71.78,0.15,4.78
47101,22.6,0.05,5.75,19.42,29.01,0.05,9.5,5,0,21.81,,0.1
47103,74.3,1.24,28.11,33.53,49.44,0.25,4.24,38.63,0.5,81.12,7.11,20.57
47105,40.1,0.09,19.33,42.45,34.84,,8.74,15.72,,48.75,0.11,0.31
47107,46.9,0.04,18.13,29.04,40.53,0.12,8.35,13.38,,41.87,0.04,7.27
47109,38.6,0.23,18.18,36.81,18.56,4.1,2.14,35.52,9.6,69.21,6.48,17.54
47111,67,,26.43,30.66,38.67,0.32,4.24,28.85,1.76,67.44,3.65,15.8
47113,42.4,4.51,30.17,62.81,9.45,5,1.61,68.03,3.89,81.08,24.16,19.19
47115,17.3,0.08,7.24,31.52,33.06,,5.87,29.39,,50.93,0.38,14.07
47117,63.6,0.04,23.72,30.7,49.7,0.15,8.82,22.51,0.64,45.42,0.05,6.5
47119,57.9,0.31,20.44,29.7,52,0.1,2.56,19.57,1.33,62.45,0.04,12.21
47121,44.7,0.09,13.04,21.77,41.13,0.47,3.76,11.65,,39.7,,4.04
47123,26.6,0.04,12.4,40.1,38.15,,8.17,13.55,0,52.15,,5.96
47125,38.6,0.62,19.08,43.16,33.74,0.34,2.29,50.73,8.15,70.97,0.15,10.81
47127,70.6,,21.13,23.19,61.31,,3.51,0.92,0,45.84,0,0.05
47129,17.8,0.02,5.05,23.36,29.27,1.33,21.73,5.41,,28.23,0,4.89
47131,64.4,7.6,53.54,78.19,10.68,2.06,2.1,46.45,0.94,94.34,2.76,21.47
47133,48.6,0.03,12.16,20.51,45.96,0.14,5.69,6.63,,51.83,,3.06
47135,23.3,0.03,5.91,16.98,22.02,1.13,1.32,12.89,,54.72,,
47137,33.1,,11.14,25.85,51.87,0.17,24.74,0.9,0,68.8,0,0
47139,12.7,0.19,5.95,37.99,36.64,,28.62,3.5,0,51.51,0,0.4
47141,42.8,0.02,13.69,23.99,40.49,1.26,8.84,15.38,1.62,63.37,,12.01
47143,22.8,0.35,8.31,28.21,39.94,1.7,10.24,4.82,1.22,21.92,,1.21
47145,20.5,0.08,6.57,22.75,38.07,,3.06,1.63,0.03,13.04,0.02,0.15
47147,63,0.69,43.35,63.03,23.4,0.12,1.72,65.51,5.96,75.9,2.93,17.41
47149,38.6,0.32,15.31,34.7,45.68,,4.33,26.12,,49.88,0.04,
47151,9.4,0.02,2.99,24.21,23.93,0,5.97,0.13,0,17.26,0,0.08
47153,18.4,0.05,5.6,24.77,36.75,0.68,1.53,20.37,,53.9,,
47155,13.1,0.09,4.47,27.33,43.74,,5.57,2.91,,32.14,,0.34
47157,15.4,3.72,10.22,60.03,10.56,1.47,1.55,57.62,5.67,82.48,13.94,26.9
47159,69,0.08,22.34,26.14,53.01,0.61,2.4,21.15,0.22,79.32,0.52,17.45
47161,24.9,0.02,7.81,20.79,36.43,1.93,1.88,13.07,,35.27,,2.4
47163,31.7,0.08,12.02,31.25,46.73,,10.12,4.74,0.02,24.96,0.17,0.1
47165,47.5,0.09,20.83,37.71,41.58,0.12,3.51,25.95,1.02,53.72,0.05,7.82
47167,59.1,4.51,50.31,81.52,7.08,0.69,0.33,58.38,4.88,92.34,19.93,18.89
47169,58.2,0.13,14.83,19.09,56.68,0,1.09,2.84,0,80.29,0.19,0.21
47171,5,0.2,2.19,34.71,20.31,0,5.52,2.87,0,21.43,,
47173,30.9,0.04,8.72,24.23,45.04,,5.06,3.89,,34.36,,0.22
47175,30.4,0.19,8.38,17.76,44.53,1.59,15.49,3.91,0,53.64,0,0.61
47177,55.5,1.71,30.31,43.4,31.06,0.14,3.44,34.33,11.13,59.92,,11.58
47179,50.8,0.68,25.78,38.79,41.54,0.12,7.63,5.81,1.04,24.45,0.35,2.73
47181,30.2,0.01,7.38,19.24,38.75,2.01,18.28,3.97,,41.47,0.01,0.03
47183,58.5,3.13,46.06,72.22,8.16,4.77,6.32,38.47,10.07,85.1,0.54,17.25
47185,49.2,0.03,17.35,31.22,44.32,0.18,11.08,11.24,0.55,64.93,,2.24
47187,38,0.34,14.69,33.83,38.32,0.21,4.81,22.3,0.74,59.51,,19.69
47189,51.5,0.01,15.23,24.01,55.31,0.48,3.9,5.49,0.26,48.44,0.22,0.01
48001,58.9,0.77,9.38,13.13,67.39,0,15.2,26.95,0.19,94.2,0.42,2.31
48003,92.3,1.45,8.15,,91.04,4.86,0.01,,,26.25,1.47,0
48005,20.4,0.44,4.24,14.53,58.65,0.33,23.58,18.06,,44.76,,0.04
48007,33.4,,0.99,1.41,88.23,0,0.5,4.38,0,9.39,0,0
48009,96.9,0.03,21.47,8.6,81.57,0.16,2.36,20.8,0,61.07,,
48011,76.1,1.66,18.17,11.07,79.44,3.35,2.95,13.85,0,75.4,4.06,0
48013,95.5,3.36,13.73,5.75,79.32,0.08,2.63,20.65,3.13,57.14,1.87,6.24
48015,79.9,1.2,17.9,17.02,73.67,,1.5,19.51,1.34,62.57,3.89,7.04
48017,94.3,10.87,62.89,29.05,36.07,25.46,4.29,15.84,2.03,44.97,15.51,1.96
48019,79.7,0.3,3.05,0.61,87.2,,3.84,8.29,,32.87,0,0.26
48021,59.8,1,8.78,9.06,82.56,0.15,4.18,12.26,0.03,116.84,0.04,4.27
48023,100,0.6,31.54,11.97,79.15,0.51,,18.93,0,39.67,3.54,
48025,85.7,1.14,13.7,9.56,86.08,0.25,,34.94,,69.69,16.89,2.41
48027,72.4,0.47,22.69,25.79,67.94,0.05,1.74,31.91,3.07,93.28,3.62,6.22
48029,41.8,2.19,11.47,15.25,73.78,0.05,2.12,14.51,0.62,47.78,0.58,2.26
48031,74.2,0.17,4.06,2.38,91.39,0.91,14.54,6.14,,49.14,0.33,0.61
48033,86.1,0.45,15.8,12.53,81.85,1.45,,6.04,0,114.61,48.29,
48035,99.5,0.22,12.91,8.12,84.57,0.2,1.22,15.07,2.52,84.39,7.61,4.88
48037,52,2.66,13.27,20.45,50.4,1.15,17.26,21.41,0.05,73.27,,5.27
48039,52.8,4.36,15.12,16.12,71.32,0.48,1.47,37.74,,71.37,6.41,19.27
48041,77.5,4.15,13.35,12.95,78.07,0.58,10.17,36.08,,129.19,17.97,
48043,51,0.24,1.44,,98.77,,0.03,,0,5.8,0,
48045,96,3.99,26.34,14.58,75.02,8.83,2.93,4.99,,56.02,15.44,0
48047,76,0.2,1.92,0.61,96.76,0.08,,2.98,0,47.9,0,
48049,90.5,0.75,12.68,5.46,83.55,0.24,1.06,19.17,,40.78,2.66,
48051,79,5.38,16.1,15.91,74.98,,15.73,29.2,,117.3,11.12,2.87
48053,68,0.8,3.96,2.79,90.34,0.13,2.96,6.17,,64.78,0.09,0.73
48055,81.7,0.23,19.46,18.86,73.7,0.25,1.8,44.17,8.58,98.77,8.12,1.76
48057,58.4,1.2,14.86,20.7,74.47,,,73.26,4.54,103.96,21.09,10.02
48059,83,0.05,14.85,8.03,82.48,0.3,1.7,12.46,,45.21,0.85,
48061,47.6,37.18,37.26,62.1,21.04,1.79,0.26,54.48,1.91,78.9,24.72,8.78
48063,61.6,0.81,16.6,16.96,53.95,0.9,17.54,39.01,0.08,76.8,,
48065,88.5,12.37,54.77,39.4,38.67,5.61,2.2,47.57,,72.2,23.06,8.44
48067,29.5,0.13,5.86,15.25,50.16,0.16,23.7,12.21,,36.91,,0.11
48069,96.9,21.96,68.94,33.94,34.51,17.06,10.68,30.62,2.45,58.31,9.92,5.23
48071,53.7,10.24,25.89,15.64,70.34,,0.33,6.45,0,48.21,,7.33
48073,40.9,0.35,8.65,15.92,59.45,0.07,30.57,20.24,0.18,76.71,0.26,2.14
48075,99.7,1.95,27.23,11.66,74.23,4.43,,1.66,,90.74,5.22,0
48077,92.9,0.04,14.47,6.69,88.45,0.26,0.96,28.9,0,78.81,,0.55
48079,98,23.28,75.32,42.27,23.15,17.07,,20.64,2.61,67.73,25.57,2.69
48081,80.4,0.16,7.37,3.09,91.88,0.74,,9.47,,50.55,,0.05
48083,83.2,0.11,18.12,9.14,80.07,0.93,0.49,13.58,,41.86,1.37,4.55
48085,52.2,0.35,26.07,34.11,50.46,0.47,2.82,45.09,5.75,65.15,0.6,16.97
48087,69.3,6.34,28.58,20.08,59.72,7.49,1.18,21.36,2.26,83.42,16.93,4.95
48089,91.5,6.06,21.52,12.71,77.82,0.02,3.37,39.78,6.15,76.46,5.72,21.07
48091,57.7,0.13,6.59,2.93,91.04,,0.19,1.4,,21.81,,
48093,81.1,3.57,22.93,16.36,75.45,0.2,7.68,41.87,,66.6,5.01,5.14
48095,89.1,0.76,17.24,10.74,81.13,2.07,,30.9,,87.09,10.97,8.24
48097,87.9,0.19,24.23,18.26,71.74,1.49,4.52,10.64,0.07,67.94,2.47,1.87
48099,67.9,0.3,13.67,10.27,78.93,0.34,1.71,16.48,0.2,78.77,,3.03
48101,100.4,0.39,18.12,,82.24,3.59,,5.99,0,38.9,5.03,
48103,48.6,,0.04,,99.89,,0,,0,,0,0
48105,85.4,0,0.35,,99.66,0.04,1.42,,0,50.77,0,0
48107,95.6,15.71,47.36,35.13,48.84,6.63,3.84,12.9,2.22,83.47,31.48,
48109,61.6,0.38,0.56,0.46,98.55,0.12,,,,,0,
48111,93.1,16.74,40.91,21.58,58.92,12.96,1.94,44.59,4.38,50.54,2.58,7.09
48113,11.5,0.73,4.68,28.27,54.52,5.84,5.45,7.29,0.05,20.58,1.54,3.9
48115,93,10.24,70.91,54.85,21.13,10.69,1.33,11.46,1.04,76.03,45.77,0.83
48117,101,12.65,64.44,30.06,42.66,15.29,9.2,19.22,0.2,52.48,6.86,1.6
48119,87.5,,48.97,46.57,47.43,1.53,3.13,61.55,,93.45,3.07,14.93
48121,63.9,0.81,25.6,29.09,61.44,1.14,4.08,20.8,,75.17,3.25,9.37
48123,83.2,0.72,8.74,7.63,87.64,0,3.03,30.05,,151.82,0.14,0.78
48125,94.1,1.63,28.79,7.77,82.52,6.49,0.19,3.24,0.11,65.14,10.02,0
48127,56.9,0.73,7.99,,94.66,0.1,0.01,3.1,,11.55,,
48129,100,2.89,9.64,4.74,90.3,2.45,4.26,6.74,,94.69,12.35,
48131,72.9,0.24,3.96,1.1,89.75,1.38,1.61,17.08,0,20.96,0,0
48133,82.6,0.38,13.52,7.54,83.96,1.64,1.34,41.31,0.2,61.01,,1.04
48135,97.1,0.16,0.33,,98.41,0,40.67,16.18,0,134.85,0,0
48137,74.8,0.04,0.92,0.08,95.87,,,6.81,,40.51,0,0.49
48139,79.1,0.51,36.99,40.15,52.43,0.84,7.1,39.64,4.15,71.88,6.75,11.56
48141,22,22.17,6.16,21.25,70.76,0,1.56,57.23,4.14,52.04,20.54,7.06
48143,90.2,2.29,19.38,13.35,78,0.26,19.17,13.94,,43.14,0.22,1.04
48145,80,1.01,41.6,34.31,56.71,0.27,3.52,40.34,,90.14,3.37,3.09
48147,84.5,1.02,37.25,32.91,52.22,1.04,1.13,21.1,0.08,72.97,0.7,13.36
48149,85.8,0.28,16.42,12.46,78.67,0.47,6.59,16.25,,89.07,0.12,0.82
48151,83.1,2.19,43.23,24.58,50.21,5.28,0.62,11.16,3.42,61.03,12.44,2.9
48153,100.6,18.8,68.94,44.35,31.74,11.59,3.63,18.71,,63.81,18.7,1.49
48155,97.6,0.25,20.49,,81.88,0.76,0.09,28.78,0,54.88,,
48157,50.7,3.44,25.52,36.89,55.98,0.66,0.74,67.64,9.11,73.74,18.15,14.51
48159,56.4,0.9,15.58,20.42,59.82,,28.99,21.95,,92.79,2.13,
48161,73.7,0.31,9.92,9.03,78.93,0,25.76,12.16,,119.88,,0.9
48163,93.5,7.17,12.53,9.18,80.7,0.44,0.12,42.34,11.75,68.56,8.44,20.26
48165,89.2,22.96,70.72,42.09,20.77,15.84,5.27,10.09,2.38,52.44,14.43,3.03
48167,30.1,1.51,7,11.75,78.64,,1.95,22.67,0,48.53,,0.07
48169,72.7,2.14,11.95,10.42,83.19,4.18,3.85,17.9,0,96.75,27.21,
48171,100.4,0.41,10.91,3.92,91.59,0.07,1.49,12.35,0.06,50.02,0.24,2.64
48173,86.1,7.99,31.3,27.81,66,0.35,0,8.02,,80.07,50.61,
48175,69.7,0.04,6.64,5.48,85.73,0.28,2.84,4.44,0.04,122.61,0.04,
48177,90,0.25,8.57,6.13,87.63,,27.44,23.99,,160.63,,0.6
48179,81.5,3.5,21.06,14.42,74.91,3.73,6.56,24.1,,68.67,22.62,2.5
48181,72,0.53,34.68,36.75,49.18,0.53,1.33,55.97,0.15,73.73,0.28,11.6
48183,33,0.49,8.27,21.07,56.81,0,8.28,7.83,0,25.69,0,0
48185,67.6,1.17,10.77,13.27,77.12,0.02,5.15,20.21,0.46,118.61,,
48187,79,0.61,22.51,21.84,70.51,0.32,7.06,26.09,0.01,80.24,2.12,3.35
48189,90.8,32.42,71.38,49.97,19.92,12.36,3.81,20.63,1.56,67.94,28.94,4.17
48191,87.4,6,41.82,23.86,53.66,9.05,2.16,6.79,2.96,64.39,27.39,0
48193,90.4,0.31,16.09,8.83,81.65,0.31,10.48,20.22,,66.46,1.28,1.42
48195,99.7,15.96,51.14,38.66,49.52,1.78,4.23,28.09,,74.44,10.86,9.78
48197,66.2,0.32,25.66,17.32,62.73,4.38,1.24,14.19,,45.67,0.54,1.07
48199,11.4,1.66,2.3,13.22,45.67,0,6.74,13.94,0.28,38.88,1.17,0.82
48201,20,3.32,4.83,14.8,77.59,0.39,3.64,29.29,0.09,48.98,0.07,3.38
48203,33,0.87,6.69,15.37,46.31,1.23,8.95,10.67,0.47,58.22,3.41,
48205,89.2,18.34,31.68,24.1,68.58,3.19,18.58,39.91,1.84,55.48,12.76,11.2
48207,97.7,2.62,50.69,30.43,52.65,3.32,0.39,9.99,0.07,54.19,15.92,0.9
48209,60.7,0.24,12.2,5.99,89.04,,1.05,10.11,0,27.5,5.36,1.39
48211,91,0.44,5.53,2.05,94.2,1.68,2.37,,0,38.22,,
48213,55.5,0.52,15.49,18.95,65.62,0.13,16,21.67,0.23,82.82,,1.4
48215,62,26.04,35.5,45.84,37.67,2.77,0.12,60.93,13.17,76.98,20.25,20.01
48217,85.2,0.23,41.78,42.55,50.94,0.4,3.33,47.75,,92.41,7.62,14.63
48219,90.3,20.27,67.79,46.75,26.36,20.52,1.46,16.64,7.95,69.71,18.08,2.8
48221,76.3,1.34,14.76,13.02,78.64,0.07,3.86,49.1,0.55,100.25,0.29,4.68
48223,80.4,0.63,26.04,26.61,60.25,0.71,18.75,19.7,0.63,47.49,0.01,0.9
48225,50.1,0.89,8.98,11.16,70.11,0.13,17.74,32.45,,91.44,2.01,2.69
48227,90.4,1.33,25.72,14.71,70.28,4.87,0.43,1.13,0,61.36,40.92,0.01
48229,77.8,0.43,0.7,0.52,97.45,0,4.84,51.16,3.42,55.57,15.62,6.09
48231,89.8,0.72,28.81,25.02,60.51,0.33,4.08,24.73,3.43,71.15,4.72,13.08
48233,96.5,4.88,14.38,9.68,85.08,1.13,3.54,35.99,,61.95,20.71,9.63
48235,91,0.15,0.65,,97.66,0.4,13.36,53.09,0,174.8,0,0
48237,80.2,0.18,5.87,2.84,91.13,0.27,2.29,15.73,,63.93,0.24,0.02
48239,72,1.68,33.32,39.4,55.5,0.73,1.19,61.26,6.47,96.15,22.48,12.37
48241,15.2,0.33,2.23,11.75,61.49,0,22.43,19.59,,46.69,0.73,0.45
48243,95.1,0.01,0.04,,99.81,0.01,0.96,14.7,0,26.36,8.31,14.7
48245,64,6.93,24.47,10.6,75.87,,0.45,4.57,,32.87,,2.08
48247,95.2,0.04,1.43,0.39,98.05,0.7,,0.31,0,25.59,0,0
48249,77,0.57,28.56,26.8,59.67,1.56,0.59,52.25,,75.71,15.76,
48251,88.6,0.91,29.47,25.63,61.95,1.33,4.33,19.86,0.2,67.65,1.47,5.11
48253,86.9,0.89,52.8,31.71,49.01,4.82,0.69,20.31,0.08,50.89,13.96,1.3
48255,90.3,0.17,15.68,12.34,82.18,,1.6,35.71,0.74,144.06,2.74,0.75
48257,91.1,0.38,26.74,21.71,65.93,,4.69,23.49,,69.18,5.33,3.36
48259,92.9,0.18,7.65,2.45,91.59,0.61,5.04,3.15,0.08,29.17,0.24,0.27
48261,93.1,0.08,0.2,,99.74,,,0,0,,0,
48263,100,,7.83,1.43,91.84,3.3,,3.62,0,21.67,0.5,0
48265,73.3,0.15,2.27,0.97,90.76,0.5,3.99,5.15,,48.33,0.04,0.06
48267,93.2,0.29,1.41,0.6,97.51,0.1,0.92,10.91,0,293.7,0,0.85
48269,71.5,,1.71,,97.27,1.08,,8.3,0,32.05,,0
48271,67.4,0.39,1.82,0.48,97.38,0.07,0.15,6.73,0,15.1,,0
48273,85.5,0,11.64,13.03,86.05,0.11,0.09,91.45,,98.27,40.83,
48275,89.8,2.29,38.1,17.26,69.77,0.93,,20.96,2.4,43,6.69,1.6
48277,79.9,1.08,29.4,28.58,58.22,2.73,3.81,26.47,0.28,98.58,4.9,7.91
48279,87.5,30.55,75.24,47.91,17.77,17.96,5.51,26.74,4.54,65.79,31.35,3.54
48281,102.8,0.1,8.86,3.67,91.03,0.21,0.72,9.16,0,40.32,,0.36
48283,56,0.4,2.08,0.55,92.34,0.36,0,1.71,0,32.16,,3.47
48285,81.6,0.52,11.96,10.29,82.47,0.08,8.21,6.4,,113.4,0.02,0.39
48287,81.6,0.24,10.27,9.64,83.73,,4.05,18.72,,170.49,0.18,
48289,71,0.41,10.37,10.26,72.85,0.04,37.85,21.94,0.35,135.59,0.02,
48291,34.1,2.07,9.22,17.88,60.72,1.32,2.97,28.47,0.12,49.24,,
48293,85,0.1,12.6,10.42,82.65,0.27,7.68,32.15,0,144.96,3.5,
48295,98.3,4.05,19.4,,81.15,5,4.88,31.09,,45.66,2.68,
48297,68.4,0.53,7.12,5.96,84.22,0.32,0.2,25.55,0.32,118,4.79,1.24
48299,87.6,0.09,3.62,1.69,95,0.84,0.8,7.16,0,115.25,,0.25
48301,109.4,,,,99.86,,,,,,,
